stream_id,title,started_at,stream_tag_names
8DQWjvFBma4,【#ノエルのリリカルLIVE 】新たな団長を見てッ !【白銀ノエル/ホロライブ】,2022-06-25 11:58:47,記念 3D ライブ
EbKuuU0SyDU,【#ホロシチュエーションAmongUs】団長！単独行動はやめろ！４ぬぞ！【白銀ノエル/ホロライブ】,2022-06-22 12:00:44,ゲーム
BxV6-jxdNlM,【歌枠】重大告知あり！！！楽しく歌いまっする🎤✨【白銀ノエル/ホロライブ】,2022-06-19 13:03:44,歌枠
pxZXjMje_m0,【ゲリラ雑談】ホロメンご飯から帰宅！お知らせもあり！【白銀ノエル/ホロライブ】,2022-06-15 12:32:48,雑談
WKp4Iv56-6g,#11【ドラクエ8】脳筋女騎士、新たな冒険に出る！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-06-12 02:01:43,ゲーム
a7v8ysSWp4M,【#ジンの日】休日の夜はノエポで乾杯！至福の時間🍸✨【白銀ノエル/ホロライブ】,2022-06-11 13:00:33,雑談
FQanhB6wHUk,【Vampire Survivors】へたっぴ1時間チャレンジッッッ🦇❤【白銀ノエル/ホロライブ】,2022-06-09 10:00:15,ゲーム
jbB_Y4GJPlI,【歌枠】だんちょの歌で梅雨をふっとばせぇ～～～～☔(不可能に近い！？)【白銀ノエル/ホロライブ】,2022-06-06 12:00:50,歌枠
MwJQQiJaEkA,#10【ドラクエ8】脳筋女騎士、新たな冒険に出る！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-06-05 02:00:09,ゲーム
ME4NeMZ8S9g,#09【ドラクエ8】脳筋女騎士、新たな冒険に出る！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-06-04 02:00:06,ゲーム
n8qRpiVW_aE,【Vampire Survivors】神ゲー！！完全初見でも時間を溶かせますか🦇❤【白銀ノエル/ホロライブ】,2022-06-03 12:00:18,ゲーム
yP-GPTqsi04,【スパチャお礼】ゆるゆるのんびり🐮団員さんいつもありがとう✨【白銀ノエル/ホロライブ】,2022-06-02 13:00:32,雑談
NkJWDC_RxNw,【#ノエル150万人見守り隊】あと550人！！果たして見守ることは出来るのだろうか...！？【白銀ノエル/ホロライブ】,2022-06-02 10:01:23,耐久 雑談
qzLZspuP-rQ,【MONSTER HUNTER RISE】約1年ぶり？！完全初心者マークだんちょ🔰【白銀ノエル/ホロライブ】,2022-06-01 13:03:45,ゲーム
rmAYfglGt6Y,#08【ドラクエ8】脳筋女騎士、新たな冒険に出る！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-05-29 02:01:19,ゲーム
RKOhCcfKCS8,#07【ドラクエ8】脳筋女騎士、新たな冒険に出る！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-05-28 02:00:25,ゲーム
gqIiADp8vfg,【歌枠】団長が疲れ果てた先に待っているもの【白銀ノエル/ホロライブ】,2022-05-26 10:00:35,歌枠
2aTayNdB3zk,【晩酌】#ノエルのポーション 飲みながら雑談！！【白銀ノエル/ホロライブ】,2022-05-22 13:00:29,雑談
CD1xJz3rORw,#06【ドラクエ8】脳筋女騎士、新たな冒険に出る！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-05-22 02:00:14,ゲーム
DiLkqMl8WS0,#05【ドラクエ8】脳筋女騎士、新たな冒険に出る！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-05-21 02:00:45,ゲーム
NaZB398dSi4,【ASMR／KU100】極上贅沢音コース♥GWが終わって毎日頑張ってる貴方へ♥【白銀ノエル/ホロライブ】,2022-05-18 14:00:47,ASMR
tjqunlLiRWM,#04【ドラクエ8】脳筋女騎士、新たな冒険に出る！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-05-15 02:00:12,ゲーム
RIpv5O0FAkA,【歌枠】のんびり歌うのだッ！【白銀ノエル/ホロライブ】,2022-05-14 11:00:18,歌枠
xYjz_WKLS1w,【#ノエスタdeASMR講座】まったかねぇ～？オフASMR♡お姉さん空間で音遊び♡【白銀ノエル/鷹嶺ルイ】,2022-05-13 14:00:15,ASMR 企画 コラボ
P-FFhXHkOvo,【祝杯】裏話あり！ホロGGW大会優勝やったあああ！乾杯！【白銀ノエル/ホロライブ】,2022-05-09 13:00:09,雑談
kBjekUw8ZA8,#03【ドラクエ8】脳筋女騎士、新たな冒険に出る！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-05-08 02:00:32,ゲーム
SeubnQ-tFDo,【#ホロAmongUs】セクシーダイナマイト【ホロライブ/白銀ノエル】,2022-05-07 12:05:11,ゲーム コラボ
zoEIwTJvNI8,【トライアングルストラテジー】女騎士の正義＝脳筋。完全初見タクティクスRPG！【白銀ノエル/ホロライブ】※ネタバレあり,2022-05-05 14:00:08,ゲーム
eKvFFhr5zqc,#02【ドラクエ8】脳筋女騎士、新たな冒険に出る！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-05-05 01:59:47,ゲーム
jQbwZ_zl4mA,【ぷちお披露目あり！】団長、今日で活動1000日目だってよ...！【白銀ノエル/ホロライブ】,2022-05-03 10:00:41,記念 新衣装
sPO8nKXn5zA,#01【ドラクエ8】脳筋女騎士、新たな冒険に出る！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-05-03 02:01:04,ゲーム
CJ1-sIeJJYk,【シン・クロニクル】期間限定！メイスきちゃああああ！！絶対にゲットせねばッ！！！✨【白銀ノエル/ホロライブ】,2022-05-02 11:00:34,ゲーム
wIXnOeLqZGE,最終回？【ELDEN RING】脳筋女騎士、王になる【白銀ノエル/ホロライブ】※配信内容にネタバレあり,2022-05-01 02:00:40,ゲーム
3X70soCKTDU,#20【ELDEN RING】脳筋女騎士、メインストーリーを進むッ！！【白銀ノエル/ホロライブ】※配信内容にネタバレあり,2022-04-30 02:15:31,ゲーム
dKAnXrErgJ8,【歌枠】1時間だけ！！歌うよ～🎶【白銀ノエル/ホロライブ】,2022-04-29 09:00:24,歌枠
qQwRibENxNc,【ゲート オブ ナイトメア】脳筋女騎士、0.5周年イベントをプレイしまっする💪✨【白銀ノエル/ホロライブ】,2022-04-28 11:00:20,ゲーム 案件
Aw8GxRxf6Zc,【雑談】団長不足のキミへ！！ゆるふわ脳みそで喋る～～～＠＠【白銀ノエル/ホロライブ】,2022-04-25 13:00:25,雑談
UFFGOuY5xX0,#19【ELDEN RING】脳筋女騎士、強敵を倒した先へーーーー【白銀ノエル/ホロライブ】※配信内容にネタバレあり,2022-04-23 02:00:17,ゲーム
XNRwgeh33Yk,【ELDEN RING】二度目の正直！！脳筋女騎士はマレニアに挑む【白銀ノエル/ホロライブ】※ネタバレあり,2022-04-19 10:01:43,ゲーム
AqzlLL1YorU,【晩酌配信】超絶ビックリな重大発表を肴にお酒のもう！！！！！！【白銀ノエル/ホロライブ】,2022-04-17 13:00:29,雑談
Q7rcoVVu7dk,【ELDEN RING】脳筋女騎士はマレニアに挑む【白銀ノエル/ホロライブ】※ネタバレあり,2022-04-17 02:01:05,ゲーム
0MLoc8_kLvc,#18【ELDEN RING】脳筋女騎士は巨人たちの山嶺を進むッ！【白銀ノエル/ホロライブ】※ネタバレあり,2022-04-16 02:00:00,ゲーム
djHRNjJVafU,【ASMR／KU100】新生活がんばってるキミをノエルお姉ちゃんが全力あまやかし🤍【白銀ノエル/ホロライブ】,2022-04-14 14:11:23,ASMR
i3-1yoQS-PM,#17【ELDEN RING】脳筋女騎士！大槌でライカード戦！！！！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-04-13 10:59:53,ゲーム
A-dGbOelhCc,【晩酌】春日和🌸平日だけど乾杯しても良きかな？！ありがとう💕【白銀ノエル/ホロライブ】,2022-04-12 13:00:13,雑談
bUq2yCT4EG4,#16【ELDEN RING】脳筋女騎士、巨人たちの山嶺＋火山館へ...！【白銀ノエル/ホロライブ】※ネタバレあり,2022-04-10 02:01:11,ゲーム
DnM5eTsdd8A,#15【ELDEN RING】脳筋女騎士、火山館からのラニルートetc...！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-04-09 02:00:13,ゲーム
j5MTM6FKGWs,【#ホロGarticPhone】前回はお絵かき敗北したので今回はペンタブでやる！！【白銀ノエル視点/ホロライブ】,2022-04-08 13:01:38,ゲーム コラボ
WKA3He1_9Xw,【八月のシンデレラナイン】ハチナイ×マッスル？！アキ先輩と一緒に青春の世界へ⚾✨【#ハチナイ_ホロマッスル /ホロライブ】,2022-04-08 10:00:05,ゲーム 案件 コラボ
iN4lnxo1Kek,#14【ELDEN RING】脳筋女騎士、王都ローデイルへ...【白銀ノエル/ホロライブ】※ネタバレあり,2022-04-07 12:41:19,ゲーム
d2vRCUpCO3Q,#13【ELDEN RING】脳筋女騎士、永遠の都へ...【白銀ノエル/ホロライブ】※ネタバレあり,2022-04-05 10:00:23,ゲーム
dF5vqDl_8ZE,【超ゲリラ雑談】とんでも上機嫌な団長のFreeTalk🌸【白銀ノエル／ホロライブ】,2022-04-04 14:00:36,雑談
nRHbm2Qffk8,#12【ELDEN RING】強くなるために！！！探索太郎！！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-04-03 02:00:19,ゲーム
T4abzaR4_Gg,#11【ELDEN RING】ケイリッド！！！脳筋女騎士の深夜探索！！！【白銀ノエル/ホロライブ】※ネタバレあり,2022-04-01 13:01:36,ゲーム
sv3lyjWmWos,【歌枠】深夜のはいぱーおんちタイム！！！？【白銀ノエル/ホロライブ】,2022-03-29 14:00:10,歌枠
CY3qUcbjURI,#10【ELDEN RING】脳筋女騎士、ラダーンの先へ！！大冒険！【白銀ノエル/ホロライブ】※ネタバレあり,2022-03-26 02:01:05,ゲーム
FqbSLUyTH5M,#09【ELDEN RING】脳筋女騎士とラダーンの激闘【白銀ノエル/ホロライブ】※ネタバレあり,2022-03-23 12:00:22,ゲーム
H7BdCwkkDg8,【感謝】いつもありがとう！最近のスパチャお礼をさせてください💐✨【白銀ノエル/ホロライブ】,2022-03-22 14:01:18,雑談
01HG19pXvRk,【#つながるホロライブ】ライブお疲れさまでした！はっぴー！！✨【白銀ノエル/ホロライブ】,2022-03-21 10:00:47,企画
Oy408krvZMY,【ASMR／KU100】＜お披露目あり！＞睡眠の日💤ライブ前にキミのお耳を極上耳かきで綺麗にします🌟【白銀ノエル/ホロライブ】,2022-03-18 14:03:39,ASMR
ptTUeqMsrbk,【ゲリラ雑談】ねむねむ前にライブも近いし団員さんとお喋りしたい🌸【白銀ノエル/ホロライブ】,2022-03-17 14:03:11,雑談
GoMFXrL4TxA,【FFオリジン】新作先行プレイ！一時間で水のカオス 「クラーケン」討伐チャレンジしまっする💪🔥【ホロライブ/白銀ノエル/兎田ぺこら/獅白ぼたん】,2022-03-16 10:00:23,ゲーム コラボ 案件
WJi1B8MSeQs,【歌枠】白縛り？！バレンタインに引き続き！愛をこめて歌います💝✨【白銀ノエル/ホロライブ】,2022-03-14 10:00:41,歌枠
qonmxafxmhY,#08【ELDEN RING】脳筋フェスティバル【白銀ノエル/ホロライブ】※ネタバレあり,2022-03-13 02:02:12,ゲーム
eUHv9nwJ_gA,#07【ELDEN RING】脳筋女騎士、放浪の旅に出る。【白銀ノエル/ホロライブ】※ネタバレあり,2022-03-12 02:00:33,ゲーム
50PETo1OkaI,【FFオリジン】新作先行プレイ！一時間で火のカオス 「マリリス」討伐チャレンジしまっする💪🔥【ホロライブ/白銀ノエル】,2022-03-11 10:00:23,ゲーム 案件
lohU85ekeDg,#06【ELDEN RING】脳筋女騎士、魔術学院に潜入中！【白銀ノエル/ホロライブ】※ネタバレあり,2022-03-10 11:01:25,ゲーム
pAYT4PkqzUU,#05【ELDEN RING】脳筋女騎士、魔術学院に行く。【白銀ノエル/ホロライブ】※ネタバレあり,2022-03-08 09:01:40,ゲーム
fKRQM_8iWnQ,最終回【ゼルダの伝説 時のオカリナ】脳筋は世界を救う【白銀ノエル/ホロライブ】,2022-03-06 02:00:58,ゲーム
JkRTg6rxM_E,#04【ELDEN RING】脳筋女騎士、新天地を目指して。【白銀ノエル/ホロライブ】※ネタバレあり,2022-03-04 13:00:30,ゲーム
mQkx60gXIuM,【ASMR／KU100】毎日頑張ってるキミへ💝眠れない夜はノエちゃんと一緒に夢の世界へ行こう🐑💤【白銀ノエル/ホロライブ】,2022-03-03 14:01:33,ASMR
hsy3GDQS3K4,#03【ELDEN RING】＜NPC＆メイス縛り＞脳筋女騎士、接ぎ木に挑む。【白銀ノエル/ホロライブ】※ネタバレあり,2022-03-02 13:00:10,ゲーム
EHKWWpZxQ7M,#2.5【ELDEN RING】脳筋女騎士、寄り道する。【白銀ノエル/ホロライブ】※ネタバレあり,2022-03-02 09:00:52,ゲーム
s3ufwCgH4sU,【歌枠】なんだか歌いたい気分なんだ～～～🎤✨【白銀ノエル/ホロライブ】,2022-03-01 12:02:14,歌枠
Dc4j6im-33s,#02【ELDEN RING】脳筋女騎士、鬼に挑む。【白銀ノエル/ホロライブ】※ネタバレあり,2022-02-28 10:01:46,ゲーム
ND-hNz70SCQ,#07【ゼルダの伝説 時のオカリナ】魂を・・・ふるわせ太郎・・・！！【白銀ノエル/ホロライブ】,2022-02-27 02:01:43,ゲーム
oE9UPBslLDs,【Minecraft】社員旅行が夢の国...！？ホワイトな会社に入社出来て団長は幸せです...！！【ホロライブ/白銀ノエル】,2022-02-26 11:06:09,ゲーム コラボ
p6LTk9Z209M,#01【ELDEN RING】脳筋女騎士、王となれ【白銀ノエル/ホロライブ】※ネタバレあり,2022-02-24 23:00:46,ゲーム
j_4pIQ62xd0,#06【ゼルダの伝説 時のオカリナ】歯の痛みで闇落ち寸前・・・どっちの闇パワーが強いか、勝負だッッッ！！！【白銀ノエル/ホロライブ】,2022-02-23 02:00:36,ゲーム
brXDTHextFc,#05【ゼルダの伝説 時のオカリナ】難易度高いらしい？！水の神殿を攻略がんばるッ！【白銀ノエル/ホロライブ】,2022-02-19 02:15:19,ゲーム
gip4xQTSYgc,【お礼雑談】いつも応援ありがとうございまっする太郎💝✨【白銀ノエル/ホロライブ】,2022-02-18 14:00:23,雑談
n73rLggo07k,【#シンクロニクル】みんなで・・・生きて帰ろう・・・(フラグ)【白銀ノエル／ホロライブ】,2022-02-17 11:00:38,ゲーム 案件
EKbtlAnK7WA,【ARK】少しでもバレンタインを味わいたい！！！【#ほめのびの日/ホロライブ/白銀ノエル】,2022-02-16 09:31:38,ゲーム 企画
YeRF1TF0R8g,【壺男】バレンタイン飲酒！久々にやっちゃいますか、っと。inノエスタオフコラボ【白銀ノエル/兎田ぺこら】,2022-02-14 14:05:35,ゲーム コラボ
vrQKd_xNGO8,【歌枠】ハッピーバレンタイン🍫チョコの代わりに団長の歌をプレゼント(返品不可)💝【白銀ノエル/ホロライブ】,2022-02-14 09:07:34,歌枠
0xzeudCiF-M,#04【ゼルダの伝説 時のオカリナ】大人リンク編！！！完全初見な脳筋女騎士の大冒険⚔【白銀ノエル/ホロライブ】,2022-02-12 02:00:35,ゲーム
PWVB1w1V6wc,#03【ゼルダの伝説 時のオカリナ】気合だッ！！！完全初見な脳筋女騎士の大冒険⚔【白銀ノエル/ホロライブ】,2022-02-11 02:18:01,ゲーム
pJ1AOaP1blw,【ヘブンバーンズレッド】ホロライブヘブバンWEEK＜1日目⚔＞【白銀ノエル/ホロライブ】,2022-02-10 11:00:06,ゲーム 案件
POS3YHRD1FQ,【雑談】団員さん、ただいまっする🍀【白銀ノエル/ホロライブ】,2022-02-09 10:01:19,雑談
T7mOWKvfD0c,【ARK】我ら酒飲みPON銃士！！雪フクロウテイムするの巻ッ！ 【#酒飲みPON/ホロライブ】,2022-02-02 13:00:27,ゲーム コラボ
2wi2cf-Rzq4,【ARK】明日の準備だあああ～ッ！！(今日ARKコラボだと思ってた！PONッッ！！！)【白銀ノエル/ホロライブ】,2022-02-01 11:30:14,ゲーム コラボ
uGal1xAW1i8,【ARK】二人でワイバーンの卵泥棒だッッッ🥚【白銀ノエル/ホロライブ】,2022-01-31 14:00:20,ゲーム コラボ
j2_99QFRu9g,#02【ゼルダの伝説 時のオカリナ】沼の予感？！完全初見な脳筋女騎士の大冒険⚔【白銀ノエル/ホロライブ】,2022-01-29 02:00:27,ゲーム
WJO8uFbRNVk,【雑談-Free Talk-】団員さん会いたかったよぉおおおおおおおおおお【白銀ノエル/ホロライブ】,2022-01-28 12:00:59,雑談
rwus5yeafWk,【ARK】まつり先輩！！団長、ティラノをGETしたいです！！【白銀ノエル/ホロライブ】,2022-01-24 11:59:44,ゲーム コラボ
yCCaMngYf1U,#01【ゼルダの伝説 時のオカリナ】完全初見！脳筋女騎士の大冒険⚔【白銀ノエル/ホロライブ】,2022-01-23 02:00:59,ゲーム
r4dVcg_OsAM,【#ノエスタdeASMR講座】KU100！オフASMR！頭脳派マヨ娘と脳筋牛丼娘の癒し空間(？)【白銀ノエル/博衣こより】,2022-01-21 14:01:43,ASMR 企画 コラボ
dhMxq9gBr-8,#06【ポケモンBDSP】チャンピオンロードを抜けて四天王に挑戦ッッ🎲【白銀ノエル/ホロライブ】,2022-01-20 12:59:58,ゲーム
PGUdi05siaw,【ARK】深夜の大冒険！！まだ見ぬ世界に行きたい！＜5日目＞【白銀ノエル/ホロライブ】,2022-01-19 14:00:48,ゲーム
tzaI8pi2Dc4,【#ノエルイ晩酌】初オフコラボ！マシュマロ食べながらお酒で親睦を深める🍷💕【白銀ノエル/ホロライブ】,2022-01-18 14:01:07,雑談 コラボ
8-X-3pK00ic,【#ホロARK】ぽんこつ脳筋女騎士の大冒険＜4日目＞【白銀ノエル/ホロライブ】,2022-01-17 07:00:17,ゲーム
S52drYzHC64,【#ほめのびの日】週末歌枠！歌へた太郎だけど楽しく歌えばオールOK🎤🎶【白銀ノエル/ホロライブ】,2022-01-16 10:00:18,歌枠
NNZoa0hAZgQ,#05【ポケモンBDSP】運も実力のうち！サイコロポケモン🎲【白銀ノエル/ホロライブ】,2022-01-15 02:30:20,ゲーム
NVPp10r1tOM,【#ホロARK】だんちょ、一人で大丈夫か？＜3日目＞【白銀ノエル/ホロライブ】,2022-01-11 11:00:04,ゲーム
NM36mSODPTc,【#ノエフレARK】プテラを仲間にしようと思ったら可愛いエルフが仲間になった件＜2日目＞【白銀ノエル/不知火フレア】,2022-01-09 12:01:03,ゲーム コラボ
Q5qk171YZYo,【#ホロARK】超絶久々ARK！未知の世界へ！！！＜1日目＞【白銀ノエル/ホロライブ】,2022-01-07 13:01:37,ゲーム コラボ
LTTXemgB17o,【#ホロお正月CUP2022】ざぁこ...♥ざこ♥...杯【白銀ノエル/ホロライブ】,2022-01-07 06:58:22,ゲーム 企画 コラボ
ibTI2ES5fMw,【#ホロお正月CUP2022】火 事 場 の 馬 鹿 力 太 郎【白銀ノエル/ホロライブ】,2022-01-07 05:30:34,ゲーム 企画 コラボ
7KsgqvJyAAo,【マリオカート8DX】け つ か っ ち ん 太 郎 【白銀ノエル/ホロライブ】,2022-01-06 09:01:12,ゲーム 参加型
__Hh6ivpNfA,【#ホロゆびをふる】すべてを捩じ伏せ……..団長は勝つ……..₍₍⁽⁽☝₎₎⁾⁾【ポケモンBDSP】,2022-01-03 12:12:07,ゲーム 企画 コラボ
H2t_yPIyFHs,【晩酌】2022年の抱負とか！初夢とか！お酒と共にごっちゃ喋りませんか？🐯【白銀ノエル/ホロライブ】,2022-01-02 13:59:57,雑談
7qy4y-lJxlw,【歌枠】今年最初の歌はじめ～～～🎍🐯✨【白銀ノエル/ホロライブ】,2022-01-02 07:00:35,歌枠
m43OpHmUxBI,番外編【ポケモンBDSP】ゲリラッ！ゆびをふる大会に向けて地下労働レベリングッ！！【白銀ノエル/ホロライブ】,2022-01-02 04:30:36,ゲーム
P08TTiBt7iU,#04【ポケモンBDSP】新春運試し🎍サイコロポケモ～ンッ🎲【白銀ノエル/ホロライブ】,2022-01-01 08:00:41,ゲーム
vGejmeatkDc,【雑談】もうすぐ丑年終わり🐮今年もありがとう🌸【白銀ノエル/ホロライブ】,2021-12-30 10:00:37,雑談
g8yXDFxGGF8,【#ホロ宇宙人狼】脳筋女騎士の生き残りをかけた戦い【白銀ノエル/ホロライブ】,2021-12-29 13:01:02,ゲーム コラボ
qeebHa1AN9M,【#ホロクリスマス歌枠リレー】メリクリ！ノエサンタからふにゃふにゃな20分間🎄✨【白銀ノエル/ホロライブ】,2021-12-25 06:40:34,歌枠 企画
MSABXmSKXaA,【マリオカート8DX】団長とクリスマス！ドライブデートする？💕【白銀ノエル/ホロライブ】,2021-12-24 10:00:38,ゲーム 参加型
ZF_DRGXoxgU,【Quest Rooms】やかまし娘！！仲良く全員で脱出だー！！！【白銀ノエル/戌神ころね/宝鐘マリン/雪花ラミィ】,2021-12-22 14:00:27,ゲーム コラボ
6nSr-tW12R8,【#ノエマリ温泉ASMR】寒い日は温泉気分でお風呂につかろ🎶【白銀ノエル/宝鐘マリン】,2021-12-20 13:01:22,ASMR 企画 コラボ
Oz5tnn8zKU0,【雑談】ただいま！！バーチャル九州から戻っ太郎～✨【白銀ノエル/ホロライブ】,2021-12-20 10:00:26,雑談
eQW2s8NzTX4,【雑談】ホロライブに入ってから初めての帰省太郎【白銀ノエル/ホロライブ】,2021-12-14 14:00:44,雑談
klDJgErUlLM,【歌枠】おうちサンタ3D衣装♡季節縛りなく歌っちゃお～ッ🎤🎶【白銀ノエル/ホロライブ】,2021-12-13 08:15:36,歌枠
ssfjvufbGUg,【Minecraft 】#不知火建設  に入社したいのですが既に副社長のサムネの圧にビビってます【白銀ノエル/ホロライブ】,2021-12-11 13:06:14,ゲーム コラボ
U9GnNgfjpIQ,【アナザーエデン】ホロライブ×アナザーエデンWeek３日目ッ💪✨【ホロライブ/白銀ノエル】,2021-12-11 11:00:55,ゲーム 案件
lH07MF2qv8k,【朝活雑談】初めての新おうち3D！休日だけど早起き頑張る太郎ッ💪✨【白銀ノエル/ホロライブ】,2021-12-10 23:00:25,雑談
fW3rqB_av5s,#03【ポケモンBDSP】どんどん辛くなる、運も実力のうち【白銀ノエル/ホロライブ】,2021-12-07 13:00:46,ゲーム
EKNxh9E397M,【休日歌枠】こんな時間に団長の歌を聴く猛者な団員さん求む🐮💥【白銀ノエル/ホロライブ】,2021-12-05 05:00:06,歌枠
QxB2PEP5w2Q,【ASMR/KU100】寝ない悪い子はお仕置き👻キミのお耳をいぢめて癒します💕Ear Cleaning/Ear Massage/Sleep Whispering【白銀ノエル/ホロライブ】,2021-12-04 15:39:28,ASMR
e4A9PyCf4X4,【マリオパーティ スーパースターズ】オフコラボで仲良くガチンコバトル🎶【#お姉さん組きつね】,2021-12-02 11:14:43,ゲーム コラボ
CpQKFH77YaU,【#お姉三姉妹】オフコラボde鍋パーティー♥【白銀ノエル/ホロライブ】,2021-12-01 14:00:02,雑談 コラボ
u7UCSnLr4yM,#02【ポケモンBDSP】どんどん辛くなる、運も実力のうち【白銀ノエル/ホロライブ】,2021-12-01 07:00:44,ゲーム
leJbd7ndMkI,【ポケモンBDSP】縛り挑戦ッ！行き当たりばったりのドキドキ冒険！【白銀ノエル/ホロライブ】,2021-11-30 09:00:32,ゲーム
wqxUymfQ5D0,【感想会＆お礼】ライブありがとう～ッ！誕生日も含めてスパチャお礼もさせてね🌸【白銀ノエル/ホロライブ】,2021-11-27 13:59:58,雑談
ofqnMs25UOQ,【#白銀ノエル誕生日凸待ち】3度目の誕生日！大好きなホロメンのみんなと仲良くなりたい！！【白銀ノエル/ホロライブ】,2021-11-24 12:01:47,記念 企画
JKxxw7OtMMY,【#3期生歌枠リレー】最高の3日間ッ！！！誕生日！ライブ！【白銀ノエル/ホロライブ】,2021-11-23 14:30:59,歌枠 企画
zo0lOmVx9Lc,最終回【FF10】脳筋女騎士の人生初ファイナルファンタジー【白銀ノエル/ホロライブ】※ネタバレあり,2021-11-23 02:01:01,ゲーム
7R7twGQUxFc,#10【FF10】脳筋女騎士の人生初ファイナルファンタジー【白銀ノエル/ホロライブ】※ネタバレあり,2021-11-21 02:00:57,ゲーム
KJob6XR5h9E,【お礼雑談】団員さんいつもありがとうだよッ💓【白銀ノエル/ホロライブ】,2021-11-19 14:00:46,雑談
Du5v7qhUxfo,【あつまれどうぶつの森#10】放置した団長の島はどうなったんじゃ...？【白銀ノエル/ホロライブ】,2021-11-18 09:30:56,ゲーム
U298GWgZKzE,【#ほめのびの日】久々の晩酌！褒めてくれたら2割増しで頑張っちゃう...カモ！【白銀ノエル/ホロライブ】,2021-11-15 14:00:29,企画
4CrZXbWXHFc,#09【FF10】脳筋女騎士の人生初ファイナルファンタジー【白銀ノエル/ホロライブ】※ネタバレあり,2021-11-13 02:00:40,ゲーム
5sd_uay74iI,【歌枠】たまにはゲリラちっくに深夜歌枠でも🎤🎶【白銀ノエル/ホロライブ】,2021-11-12 15:00:45,歌枠
wmBshznBPeA,【邪神ころね】ころねん様？！まっするを捧げまっする...【白銀ノエル/ホロライブ】,2021-11-11 14:00:13,ゲーム
V3CwkzgiJ3I,【ラピスリライツ】美少女アイドルが戦う育成RPG？！ノエフレで先行プレイ！【白銀ノエル・不知火フレア/ホロライブ】,2021-11-09 12:00:11,ゲーム 案件 コラボ
PwQLk1f7IPc,#08【FF10】脳筋女騎士の人生初ファイナルファンタジー⚔【白銀ノエル/ホロライブ】※ネタバレあり,2021-11-07 02:00:45,ゲーム
33e96XiAQV8,【nosh -ナッシュ-】美味しくて健康的な食事を実食ッ！！！✨【白銀ノエル/ホロライブ】,2021-11-06 12:00:48,案件
-CTlxUx40G0,【朝活雑談】おはまっする太郎☀【白銀ノエル/ホロライブ】,2021-11-01 22:01:02,雑談
-1nwDJA8uYM,【#ホロハロウィンAmongUs】お菓子をくれなきゃ×××しちゃうゾ！【白銀ノエル/ホロライブ】,2021-10-31 12:00:23,ゲーム コラボ
L_wc1dZFS8s,#07【FF10】脳筋女騎士の人生初ファイナルファンタジー⚔【白銀ノエル/ホロライブ】※ネタバレあり,2021-10-31 02:00:36,ゲーム
cJzkeH1Gbl8,#06【FF10】脳筋女騎士の人生初ファイナルファンタジー⚔【白銀ノエル/ホロライブ】※ネタバレあり,2021-10-30 02:01:17,ゲーム
46TAQrptstc,【近況雑談】最近あったこととか！ゆるゆるお喋り🌸【白銀ノエル/ホロライブ】,2021-10-26 13:00:27,雑談
yDPDGKYJv-Y,#05【FF10】脳筋女騎士の人生初ファイナルファンタジー⚔【白銀ノエル/ホロライブ】※ネタバレあり,2021-10-24 02:00:14,ゲーム
9O47JODCB1A,#04【FF10】脳筋女騎士の人生初ファイナルファンタジー⚔【白銀ノエル/ホロライブ】※ネタバレあり,2021-10-23 02:01:29,ゲーム
8L1fVFRBp9Q,#03【FF10】脳筋女騎士の人生初ファイナルファンタジー⚔【白銀ノエル/ホロライブ】※ネタバレあり,2021-10-17 02:00:19,ゲーム
_G40cExOhns,#02【FF10】脳筋女騎士の人生初ファイナルファンタジー⚔【白銀ノエル/ホロライブ】※ネタバレあり,2021-10-15 11:00:24,ゲーム
TtO9beQNnhA,続き【お礼雑談】忙しい日々だから団員さんチャージする⚡【白銀ノエル/ホロライブ】,2021-10-13 14:11:28,雑談
ZEY2a2_KIp0,【お礼雑談】忙しい日々だから団員さんチャージする⚡【白銀ノエル/ホロライブ】,2021-10-12 14:01:38,雑談
-Pkp-35Gtgk,#01【FF10】脳筋女騎士の人生初ファイナルファンタジー【白銀ノエル/ホロライブ】※ネタバレあり,2021-10-10 02:00:48,ゲーム
NKw69mZz2Dg,【歌枠】ゆるふわのうみそ団長だけど歌っちゃう🎤🎶【白銀ノエル/ホロライブ】,2021-10-08 13:00:15,歌枠
DuovTFLYsTM,【開封/カメラ枠】ヴァイスシュヴァルツ×ホロライブ！サインカードを当てたい！【白銀ノエル/ホロライブ】,2021-10-06 11:01:03,カード開封
